4,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
MVP Baseball 2005,Xbox,2005,Sports,Electronic Arts,0.7,0.2,0,0.03,0.94,86,35,,,EA Sports,
SaGa Frontier 2,PlayStation,1999,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94,,,,,,
Phantasy Star Portable,PlayStation Portable,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,64,38,7.8,19,Alfa System,T
WWE SmackDown vs. Raw 2009,PlayStation 3,2008,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78,37,7,49,Yuke's,T
NCAA Football 10,Xbox 360,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94,83,26,6.7,37,EA Tiburon,E
Brutal Legend,PlayStation 3,2009,Action,Electronic Arts,0.54,0.27,0,0.13,0.94,83,61,7.6,162,Double Fine Productions,M
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0,0.08,0.94,47,15,4.5,21,Buzz Monkey,E10+
MLB 2000,PlayStation,1999,Sports,Sony Computer Entertainment,0.52,0.35,0,0.06,0.94,,,,,,
Bully,PlayStation 2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87,69,9.1,293,Rockstar Vancouver,T
Rise of the Tomb Raider,PlayStation 4,2016,Adventure,Square Enix,0.23,0.53,0.04,0.14,0.94,,,,,,
Prince of Persia: The SanNintendo DS of Time,Xbox,2003,Action,Ubisoft,0.57,0.33,0,0.04,0.94,92,41,7.8,72,Ubisoft,T
Hot Shots Golf Fore!,PlayStation 2,2003,Sports,Sony Computer Entertainment,0.46,0.36,0,0.12,0.94,,,,,,
MLB 06: The Show,PlayStation 2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94,83,30,8.9,31,SCEA San Diego Studios,E
NHL 2003,PlayStation 2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93,79,20,6.8,18,EA Sports,E
Naruto Shippuden: Ultimate Ninja Storm 3,PlayStation 3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77,32,7.9,187,CyberConnect2,T
EA Sports UFC 2,PlayStation 4,2016,Sports,Electronic Arts,0.29,0.49,0,0.15,0.93,79,38,6.2,157,EA Sports,T
The Sims 2,Nintendo DS,2005,Simulation,Electronic Arts,0.81,0.05,0,0.07,0.93,70,13,6.1,24,Griptonite Games,E10+
Bentley's Hackpack,Game Boy Advance,2005,Misc,N/A,0.67,0.25,0,0.02,0.93,,,,,,
Tony Hawk's Pro Skater 4,Xbox,2002,Sports,Activision,0.59,0.3,0,0.04,0.93,90,25,8.5,21,Neversoft Entertainment,T
Dragon Age: Inquisition,Xbox One,2014,Role-Playing,Electronic Arts,0.56,0.28,0,0.09,0.93,85,28,6.9,703,BioWare,M
White Knight Chronicles: International Edition,PlayStation 3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,64,77,7.5,213,Level 5,T
SingStar Abba,PlayStation 3,2008,Misc,Sony Computer Entertainment,0.27,0.5,0,0.16,0.93,70,26,5.5,4,SCEE London Studio,T
Crash City Mayhem,Game Boy Advance,2004,Racing,THQ,0.67,0.25,0,0.02,0.93,,,,,,
Spider-Man,2600,1981,Action,Parker Bros.,0.87,0.05,0,0.01,0.93,,,,,,
Kirby: Planet Robobot,Nintendo 3DS,2016,Action,Nintendo,0.28,0.14,0.47,0.04,0.93,81,71,8.7,87,HAL Labs,E
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0,0.01,0.93,,,,,,
Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93,,,,,,
Mega Man 4,NES,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93,,,,,,
Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.4,0.43,0,0.1,0.93,85,20,8.6,17,Neversoft Entertainment,T
Teenage Mutant Ninja Turtles,Game Boy Advance,2003,Action,Unknown,0.67,0.25,0,0.02,0.93,71,16,8.8,8,Konami,E
Bayonetta,Xbox 360,2009,Action,Sega,0.51,0.25,0.09,0.08,0.93,90,86,8,597,PlatinumGames,M
MLB 07: The Show,PlayStation 2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93,83,25,8.6,19,SCEA,E
Cars,GameCube,2006,Racing,THQ,0.72,0.19,0,0.03,0.93,71,21,7,5,Rainbow Studios,E
Build-A-Bear Workshop,Nintendo DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93,61,11,4.8,5,Neko Entertainment,E
Kingdom Hearts Re:coded,Nintendo DS,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66,58,7,76,"Square Enix, h.a.n.d. Inc.",E10+
Operation Flashpoint: Dragon Rising,Xbox 360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,Codemasters,M
Inazuma Eleven 3,Nintendo DS,2010,Role-Playing,Level 5,0,0,0.93,0,0.93,,,,,,
Lego Batman 3: Beyond Gotham,PlayStation 4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15,0.93,73,43,7.1,75,TT Games,E10+
Wipeout: In The Zone,Xbox 360,2011,Misc,Activision,0.87,0,0,0.06,0.93,39,5,5.6,8,Activision,E10+
SnoCross Championship Racing,PlayStation,1999,Racing,Ubisoft,0.52,0.35,0,0.06,0.93,66,8,tbd,,UNintendo DS,E
Brothers in Arms: Hell's Highway,PlayStation 3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93,76,48,8,70,Gearbox Software,M
The LEGO Movie Videogame,PlayStation 3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,80,5,6.8,12,TT Games,E10+
Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0,0.12,0.93,80,21,6.2,1489,Ubisoft,M
BorderlanNintendo DS 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0,0.1,0.93,89,38,8.2,2482,Gearbox Software,M
Teenage Mutant Ninja Turtles,PlayStation 2,2003,Action,Konami Digital Entertainment,0.45,0.35,0,0.12,0.92,59,29,8.7,31,KCE Studios,E
Disney Magical World,Nintendo 3DS,2013,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.92,71,27,7.5,21,h.a.n.d. Inc.,E
Top Gun: Combat Zones,PlayStation 2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,63,17,3.3,9,Titus Software,E
NCAA Football 11,Xbox 360,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92,86,29,7.1,70,EA Tiburon,E
007: The World is not Enough,PlayStation,2000,Action,Electronic Arts,0.51,0.35,0,0.06,0.92,61,11,6.7,44,Black OPlayStation Entertainment,T
Cars,Wii,2006,Racing,THQ,0.83,0.03,0,0.07,0.92,65,13,tbd,,Rainbow Studios,E
Monster High: Ghoul Spirit,Nintendo DS,2011,Misc,THQ,0.69,0.16,0,0.07,0.92,,,tbd,,ImaginEngine,E
Phoenix Wright: Ace Attorney,Nintendo DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81,53,9.2,203,Capcom,T
MLB 15: The Show,PlayStation 4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0,0.17,0.92,80,44,7.8,190,SCEA San Diego Studios,E
South Park: The Stick of Truth,PlayStation 3,2014,Role-Playing,Ubisoft,0.43,0.34,0,0.16,0.92,85,31,8.5,575,Obsidian Entertainment,M
South Park: The Stick of Truth,Xbox 360,2014,Role-Playing,Ubisoft,0.58,0.26,0,0.09,0.92,82,33,8.4,363,Obsidian Entertainment,M
NHL 98,PlayStation,1997,Sports,Electronic Arts,0.51,0.35,0,0.06,0.92,,,,,,
Space Jam,PlayStation,1996,Sports,Acclaim Entertainment,0.51,0.35,0,0.06,0.92,,,,,,
Balloon Fight,NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92,,,,,,
Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0,0.02,0.92,,,,,,
MLB 12: The Show,PlayStation 3,2012,Sports,Sony Computer Entertainment,0.86,0,0,0.06,0.92,87,23,7.5,75,SCEA San Diego Studios,E
SpongeBob SquarePants: The Yellow Avenger,PlayStation Portable,2006,Action,THQ,0.55,0.21,0,0.16,0.92,48,9,6.4,13,Tantalus Interactive,E
Dante's Inferno,Xbox 360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73,71,7.7,224,Visceral Games,M
Wii Play: Motion,Wii,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60,34,6.1,16,Nintendo,E10+
WWE SmackDown vs. Raw 2009,Xbox 360,2008,Fighting,THQ,0.58,0.26,0,0.08,0.92,79,47,7.1,34,Yuke's,T
Sonic Riders,GameCube,2006,Racing,Sega,0.71,0.18,0,0.03,0.92,59,32,8,46,Sonic Team,E
Starsky & Hutch,PlayStation 2,2003,Racing,Empire Interactive,0.45,0.35,0,0.12,0.92,,,,,,
Tobal No.1,PlayStation,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,,,,,,
Blue Dragon,Xbox 360,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161,"Mistwalker, Artoon",T
Buzz! Quiz World,PlayStation 3,2009,Misc,Sony Computer Entertainment,0.16,0.57,0,0.19,0.91,,,,,,
Harvest Moon 3D: A New Beginning,Nintendo 3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.91,74,21,8.2,62,Marvelous AQL,E
Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0,0.09,0.91,70,20,6.7,7,Xpec,E10+
Street HooPlayStation,PlayStation 2,2002,Sports,Activision,0.45,0.35,0,0.12,0.91,,,,,,
EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.28,0.51,0.02,0.11,0.91,,,,,,
EA Sports Active 2,PlayStation 3,2010,Sports,Electronic Arts,0.52,0.27,0,0.12,0.91,78,20,5.4,14,EA Canada,E
Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.76,0.09,0,0.06,0.91,,,tbd,,High Voltage Software,E
Knockout Kings 2002,PlayStation 2,2002,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91,76,23,8.1,12,Electronic Arts,T
Injustice: GoNintendo DS Among Us,PlayStation 4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.3,0,0.16,0.91,,,,,,
Tom Clancy's EndWar,Xbox 360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53,Ubisoft Shanghai,T
LEGO Harry Potter: Years 5-7,PlayStation 3,N/A,Action,Warner Bros. Interactive Entertainment,0.36,0.41,0,0.15,0.91,76,27,8.3,48,Traveller's Tales,E10+
Tokyo Xtreme Racer 3,PlayStation 2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63,15,8.9,23,Genki,E
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92,59,8.9,950,Monolith Soft,T
Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0,0.07,0.91,,,,,,
Glover,N64,1998,Platform,Hasbro Interactive,0.72,0.17,0,0.01,0.91,,,,,,
Colin McRae Rally 2.0,PlayStation,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90,13,8.7,31,Codemasters,E
Dynasty Warriors 7,PlayStation 3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57,25,7.4,57,Omega Force,T
NBA 2K14,Xbox One,2013,Sports,Take-Two Interactive,0.7,0.11,0,0.09,0.91,86,15,5.7,183,Visual Concepts,E
Namco Museum,Xbox,N/A,Misc,Unknown,0.77,0.11,0,0.04,0.91,59,7,tbd,,Mass Media,E
SSX,PlayStation 3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81,38,6.8,110,EA Canada,E
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.48,0.32,0.02,0.09,0.91,56,26,8.1,57,Sonic Team,E
AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.84,0,0,0.07,0.91,,,,,,
Super Momotarou Dentetsu III,SNES,1994,Simulation,HuNintendo DSon Soft,0,0,0.91,0,0.91,,,,,,
Sonic Mega Collection Plus,Xbox,2004,Misc,Sega,0.61,0.26,0,0.04,0.91,75,20,7.9,12,Sonic Team,E
Operation Flashpoint: Dragon Rising,PlayStation 3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76,42,6.5,53,Codemasters,M
Tiger WooNintendo DS PGA Tour 2002,PlayStation 2,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9,80,23,7.6,5,EA Sports,E
Lost Odyssey,Xbox 360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78,68,8.3,432,Mistwalker,T
Street Fighter V,PlayStation 4,2016,Fighting,Capcom,0.4,0.28,0.08,0.14,0.9,77,80,3.4,1221,Capcom,T
Just Cause 3,Xbox One,2015,Action,Square Enix,0.44,0.39,0,0.08,0.9,71,24,7,186,Avalanche Studios,M
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,0,0,0.9,0,0.9,,,,,,
MLB 2005,PlayStation 2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9,78,36,7.6,9,989 Sports,E
Marvel: Ultimate Alliance 2,Xbox 360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.9,73,75,7.3,82,Vicarious Visions,T
Burnout Revenge,PlayStation 2,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9,90,52,8.8,114,Criterion Games,E10+
Crysis 3,Xbox 360,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76,45,6.7,344,Crytek,M
Far Cry 4,Xbox 360,2014,Shooter,Ubisoft,0.45,0.37,0,0.08,0.9,,,7,109,Ubisoft Montreal,M
The Witcher 2: Assassins of Kings,Xbox 360,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,88,82,8.3,818,CD Projekt Red Studio,M
Homefront,PlayStation 3,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70,60,5.7,174,Kaos Studios,M
Destruction Derby,PlayStation,1995,Racing,PlayStationygnosis,0.5,0.34,0,0.06,0.9,,,,,,
LEGO Jurassic World,PlayStation 4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.9,70,46,7,80,TT Games,E10+
Avatar: The Game,PlayStation 3,2009,Action,Ubisoft,0.32,0.42,0,0.16,0.9,,,,,,
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0,0.07,0.9,71,64,5.7,2421,ZeniMax Media,M
3Xtreme,PlayStation,1999,Action,989 Studios,0.5,0.34,0,0.06,0.9,,,,,,
Hot Shots Tennis,PlayStation 2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,70,44,8.1,8,Clap Hanz,E
MX vs. ATV Reflex,PlayStation 3,2009,Racing,THQ,0.52,0.25,0,0.12,0.9,74,44,7.4,10,Rainbow Studios,E
Madden NFL 25,PlayStation 4,2013,Sports,Electronic Arts,0.63,0.13,0,0.15,0.9,74,13,5.2,118,EA Sports,E
Sonic Heroes,Xbox,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9,73,28,7.6,34,Sonic Team,E
Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9,,,,,,
Spider-Man 3,PlayStation 2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50,14,6.5,28,Vicarious Visions,T
James Bond 007: Agent Under Fire,Xbox,2002,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9,71,16,7.5,15,Electronic Arts,T
LEGO Pirates of the Caribbean: The Video Game,Nintendo DS,2011,Action,Disney Interactive Studios,0.34,0.46,0,0.1,0.9,69,5,tbd,,Traveller's Tales,E10+
LEGO Marvel Super Heroes,Nintendo 3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.9,61,4,5.2,11,TT Games,E10+
DJ Hero,PlayStation 3,2009,Misc,Activision,0.42,0.34,0,0.14,0.9,86,53,7.8,49,FreeStyleGames,T
Skylanders: Trap Team,Xbox 360,2014,Action,Activision,0.54,0.27,0,0.08,0.9,,,tbd,,Toys for Bob,E10+
X-Men LegenNintendo DS,Xbox,2004,Role-Playing,Activision,0.62,0.24,0,0.04,0.9,82,63,8.5,14,Raven Software,T
NBA Live 2005,Xbox,2004,Sports,Electronic Arts,0.81,0.05,0,0.04,0.9,85,28,7.6,14,EA Canada,E
Harry Potter: Quidditch World Cup,PlayStation 2,2003,Sports,Electronic Arts,0.44,0.34,0,0.11,0.9,68,21,6.6,27,Magic Pockets,E
LEGO The Lord of the Rings,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.48,0.34,0,0.07,0.9,,,7.2,21,TT Games,E10+
Madagascar,Game Boy Advance,2005,Platform,Activision,0.62,0.24,0,0.03,0.89,71,6,tbd,,Vicarious Visions,E
Blitz: The League,PlayStation 2,2005,Sports,Unknown,0.74,0.03,0,0.12,0.89,76,25,8,20,Midway,M
The Biggest Loser: Ultimate Workout,Xbox 360,2010,Sports,THQ,0.73,0.1,0,0.06,0.89,68,11,tbd,,Blitz Games Studios,E
Castlevania: Circle of the Moon,Game Boy Advance,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,91,22,8.5,59,KCEK,T
SOCOM 4: U.S. Navy SEALs,PlayStation 3,2011,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,67,64,6.3,121,Zipper Interactive,M
Tiger WooNintendo DS PGA Tour 06,PlayStation 2,2005,Sports,Electronic Arts,0.74,0.03,0,0.12,0.89,83,29,6.2,16,EA Sports,E
FIFA Street,Xbox 360,2012,Sports,Electronic Arts,0.17,0.62,0,0.1,0.89,77,47,6.7,58,EA Sports,E
Classic NES Series: The Legend of Zelda,Game Boy Advance,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,84,16,8.6,58,Nintendo,E
Fire Emblem: The Sacred Stones,Game Boy Advance,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,85,38,9.1,132,Intelligent Systems,E
Cars 2,Wii,2011,Racing,Disney Interactive Studios,0.43,0.37,0,0.09,0.89,,,,,,
TouchMaster 2,Nintendo DS,2008,Puzzle,Midway Games,0.3,0.49,0,0.1,0.89,76,8,tbd,,Midway Studios - San Diego,E
Pokemon Card GB2: Here Comes Team GR!,GB,2001,Strategy,Nintendo,0,0,0.89,0,0.89,,,,,,
MLB 16: The Show,PlayStation 4,2016,Action,Sony Computer Entertainment,0.72,0,0,0.17,0.89,,,,,,
Killzone: Liberation,PlayStation Portable,2006,Shooter,Sony Computer Entertainment,0.44,0.27,0,0.18,0.89,77,56,8.3,80,Guerrilla,T
Finding Nemo,GameCube,2003,Action,THQ,0.69,0.18,0,0.02,0.89,62,11,5.5,8,Traveller's Tales,E
Lego Batman 3: Beyond Gotham,Xbox 360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.33,0,0.08,0.89,,,6.8,14,TT Games,E10+
Ace Combat 2,PlayStation,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,83,10,8.2,22,Namco,T
NFL 2K2,PlayStation 2,2001,Sports,Sega,0.44,0.34,0,0.11,0.89,85,16,7.5,6,Visual Concepts,E
Pure,PlayStation 3,2008,Racing,Disney Interactive Studios,0.42,0.33,0,0.14,0.89,83,43,7.8,30,Black Rock Studio,E
We Ski & Snowboard,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.89,,,,,,
Resistance: Retribution,PlayStation Portable,2009,Shooter,Sony Computer Entertainment,0.27,0.35,0.05,0.21,0.89,81,67,8.1,84,Sony Bend,M
Call of Duty: World at War,Nintendo DS,2008,Shooter,Activision,0.56,0.25,0,0.08,0.89,75,12,7.8,20,n-Space,T
Tiger WooNintendo DS PGA Tour 12: The Masters,PlayStation 3,2011,Sports,Electronic Arts,0.52,0.25,0,0.11,0.89,80,41,7.3,17,Electronic Arts,E
CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,0.36,0.43,0,0.1,0.89,,,,,,
MLB 2001,PlayStation,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89,,,,,,
The Jak and Daxter Collection,PlayStation 3,2012,Platform,Sony Computer Entertainment,0.6,0.18,0,0.11,0.89,,,,,,
FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.28,0.51,0,0.09,0.89,80,18,8.4,22,EA Canada,E
SingStar Anthems,PlayStation 2,2006,Misc,Sony Computer Entertainment,0,0.68,0,0.2,0.89,,,,,,
LEGO Indiana Jones 2: The Adventure Continues,PlayStation 3,2009,Action,Activision,0.47,0.29,0,0.13,0.89,70,25,7.1,16,Traveller's Tales,E10+
Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,0,0,0.89,0,0.89,,,,,,
Fossil Fighters,Nintendo DS,2008,Role-Playing,Nintendo,0.83,0,0,0.06,0.89,70,17,7.9,15,RED Entertainment,E
Buzz! Quiz TV,PlayStation 3,2008,Misc,Sony Computer Entertainment,0.28,0.47,0,0.13,0.89,,,,,,
NCAA Football 13,PlayStation 3,2012,Action,Electronic Arts,0.82,0,0,0.07,0.89,79,9,4.1,34,EA Tiburon,E
Samba De Amigo,Wii,2008,Misc,Sega,0.41,0.37,0.01,0.09,0.88,68,43,8.1,40,Gearbox Software,E
Mega Man 8 Anniversary Collector's Edition,PlayStation,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88,,,,,,
The SimPlayStationons Game,PlayStation 3,2007,Action,Electronic Arts,0.38,0.36,0,0.15,0.88,71,30,7.5,49,EA Redwood Shores,T
Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0,0.09,0.88,86,40,4.2,6430,Infinity Ward,M
The Tomb Raider Trilogy,PlayStation 3,2011,Action,Square Enix,0.27,0.46,0,0.15,0.88,78,37,8.1,60,Crystal Dynamics,T
F1 2010,Xbox 360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.88,84,43,7.5,65,Codemasters Birmingham,E
Call of Juarez: Bound in Blood,PlayStation 3,2009,Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88,78,47,7.8,91,Techland,M
Minecraft: Story Mode,Xbox 360,2015,Adventure,Mojang,0.48,0.33,0,0.08,0.88,,,,,,
Rhythm Heaven,Wii,N/A,Misc,Unknown,0.11,0,0.77,0.01,0.88,,,,,,
NBA 2K6,PlayStation 2,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11,0.88,84,23,8.3,13,Visual Concepts,E
Dissidia 012: Duodecim Final Fantasy,PlayStation Portable,2011,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.88,78,52,8.3,144,Square Enix,T
Buzz! The Mega Quiz,PlayStation 2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0,0.5,0.88,,,,,,
Star Wars: Rebel Assault II - The Hidden Empire,PlayStation,1996,Shooter,CTO SpA,0.49,0.33,0,0.06,0.88,,,,,,
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.8,0,0.01,0.07,0.88,51,11,7.8,17,Ubisoft,E
Far Cry: Primal,Xbox One,2016,Action,Ubisoft,0.47,0.33,0,0.08,0.88,77,27,6.4,194,Ubisoft Montreal,M
Resident Evil: Revelations,Nintendo 3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88,82,78,8.5,397,Capcom,M
Sonic Chronicles: The Dark Brotherhood,Nintendo DS,2008,Role-Playing,Sega,0.5,0.29,0.01,0.08,0.88,74,55,7.3,81,BioWare,E
Star Wars: The Force Unleashed,Nintendo DS,2008,Action,LucasArts,0.5,0.28,0,0.09,0.88,61,8,5.5,18,n-Space,T
Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0,0.07,0.88,90,40,6.6,2299,Rockstar Toronto,M
Rock Band 3,Xbox 360,2010,Misc,MTV Games,0.73,0.09,0,0.06,0.88,93,57,8.2,137,Harmonix Music Systems,T
WWE SmackDown vs. Raw 2011,Xbox 360,2010,Fighting,THQ,0.44,0.35,0,0.08,0.88,75,49,7.6,45,Yuke's,T
ESPN NHL 2K5,PlayStation 2,2004,Sports,Global Star,0.43,0.33,0,0.11,0.88,86,25,8.1,18,Kush Games,E
BorderlanNintendo DS: The HanNintendo DSome Collection,PlayStation 4,2015,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88,82,49,7.8,345,Gearbox Software,M
Crimson Skies: High Road to Revenge,Xbox,2003,Simulation,Microsoft Game Studios,0.65,0.19,0,0.03,0.87,88,49,8.8,45,FASA Studio,T
Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.8,0,0,0.07,0.87,76,29,6.8,27,EA Tiburon,E
Spec OPlayStation: Ranger Elite,PlayStation,2001,Shooter,TalonSoft,0.49,0.33,0,0.06,0.87,48,4,6.6,16,Runecraft,T
Gex,PlayStation,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06,0.87,,,,,,
F1 2009,Wii,2009,Racing,Codemasters,0.15,0.62,0,0.11,0.87,69,29,7.2,30,Sumo Digital,E
Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,0,0,0.87,0,0.87,,,,,,
Tom Clancy's Ghost Recon: Island Thunder,Xbox,2003,Shooter,Ubisoft,0.61,0.24,0,0.03,0.87,81,33,8.8,17,Red Storm Entertainment,M
Sleeping Dogs,Xbox 360,2012,Action,Square Enix ,0.38,0.4,0.01,0.08,0.87,80,47,7.9,468,United Front Games,M
Kingdoms of Amalur: Reckoning,Xbox 360,2012,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,0.87,80,71,7.7,446,Big Huge Games,M
Metal Gear Ac!d,PlayStation Portable,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.87,,,,,,
Need for Speed: V-Rally,PlayStation,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87,,,,,,
Monster Strike Nintendo 3DS,Nintendo 3DS,2015,Action,"mixi, Inc",0,0,0.87,0,0.87,,,,,,
Kingdom Hearts Re: Chain of Memories,PlayStation 2,2008,Role-Playing,Square Enix,0.73,0.03,0,0.12,0.87,68,20,7.2,105,Jupiter Corporation,E10+
Phantasy Star Portable 2,PlayStation Portable,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.87,69,27,8.1,35,Alfa System,T
Peppa Pig: The Game,Nintendo DS,2008,Misc,Pinnacle,0,0.81,0,0.06,0.87,,,,,,
Michael Jackson: The Experience,Xbox 360,2011,Misc,Ubisoft,0.62,0.18,0,0.07,0.87,63,31,6.8,29,Ubisoft Montreal,E10+
NFL GameDay '97,PlayStation,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06,0.87,,,,,,
LittleBigPlanet Karting,PlayStation 3,2012,Action,Sony Computer Entertainment,0.42,0.3,0.01,0.15,0.87,73,69,6.9,159,"Media Molecule, United Front Games",E
Tony Hawk's Project 8,PlayStation 2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87,69,17,7.3,19,Shaba Games,T
NHL 2000,PlayStation,1998,Sports,Electronic Arts,0.48,0.33,0,0.06,0.87,,,,,,
GRID,Xbox 360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.87,87,62,7.9,131,Codemasters,E
