Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
2366,Buzz! The Mega Quiz,PlayStation 2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0,0.5,0.88,,,,
2367,Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.47,0.22,0.12,0.07,0.88,,,,
2368,Star Wars: Rebel Assault II - The Hidden Empire,PlayStation,1996,Shooter,CTO SpA,0.49,0.33,0,0.06,0.88,51,11,7.8,17
2369,Just Cause 3,Xbox One,2015,Action,Square Enix,0.42,0.38,0,0.07,0.88,77,27,6.4,194
2370,Metal Gear Ac!d,PlayStation Portable,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.88,82,78,8.5,397
2371,Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88,74,55,7.3,81
2372,Tekken Tag Tournament 2,PlayStation 3,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88,61,8,5.5,18
2373,ESPN NHL 2K5,PlayStation 2,2004,Sports,Global Star,0.43,0.33,0,0.11,0.88,90,40,6.6,2299
2374,GRID,Xbox 360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88,93,57,8.2,137
2375,Phantasy Star Portable 2,PlayStation Portable,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.88,75,49,7.6,45
2376,Crimson Skies: High Road to Revenge,Xbox,2003,Simulation,Microsoft Game Studios,0.65,0.19,0,0.03,0.87,86,25,8.1,18
2377,Spec Ops: Ranger Elite,PlayStation,2001,Shooter,TalonSoft,0.49,0.33,0,0.06,0.87,82,49,7.8,345
2378,Gex,PlayStation,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06,0.87,88,49,8.8,45
2379,NBA 2K14,Xbox One,2013,Sports,Take-Two Interactive,0.7,0.11,0,0.06,0.87,76,29,6.8,27
2380,DiRT,Xbox 360,2007,Racing,Codemasters,0.38,0.4,0,0.09,0.87,48,4,6.6,16
2381,Derby Stallion II,Super NES,1994,Sports,ASCII Entertainment,0,0,0.87,0,0.87,,,,
2382,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,0.71,0.11,0,0.06,0.87,69,29,7.2,30
2383,Red Faction: Guerrilla,Xbox 360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,,,,
2384,Tom Clancy's Ghost Recon: Island Thunder,Xbox,2003,Shooter,Ubisoft,0.61,0.24,0,0.03,0.87,81,33,8.8,17
2385,Mercenaries 2: World in Flames,PlayStation 3,2008,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87,80,47,7.9,468
2386,Need for Speed: V-Rally,PlayStation,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87,80,71,7.7,446
2387,Kingdom Hearts Re: Chain of Memories,PlayStation 2,2008,Role-Playing,Square Enix,0.73,0.03,0,0.12,0.87,,,,
2388,Pictionary,Wii,2010,Puzzle,THQ,0.61,0.19,0,0.07,0.87,,,,
2389,NCAA Football 13,PlayStation 3,2012,Action,Electronic Arts,0.82,0,0,0.06,0.87,,,,
2390,Kingdoms of Amalur: Reckoning,PlayStation 3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87,68,20,7.2,105
2391,NFL GameDay '97,PlayStation,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06,0.87,69,27,8.1,35
2392,Beijing 2008,PlayStation 3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.87,,,,
2393,The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.46,0.31,0.02,0.09,0.87,63,31,6.8,29
2394,Tony Hawk's Project 8,PlayStation 2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87,,,,
2395,Injustice: Gods Among Us,PlayStation 4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0,0.12,0.87,73,69,6.9,159
2396,NHL 2000,PlayStation,1998,Sports,Electronic Arts,0.48,0.33,0,0.06,0.87,69,17,7.3,19
2397,Buzz! Master Quiz,PlayStation Portable,2008,Misc,Sony Computer Entertainment,0.2,0.44,0,0.23,0.87,,,,
2398,Brothers in Arms: Hell's Highway,Xbox 360,2008,Shooter,Ubisoft,0.47,0.31,0,0.09,0.87,87,62,7.9,131
2399,Fight Night Round 2,PlayStation 2,2005,Fighting,Electronic Arts,0.72,0.03,0,0.12,0.87,83,59,7.4,94
2400,Wizards of Waverly Place,Nintendo DS,2009,Misc,Disney Interactive Studios,0.59,0.2,0,0.08,0.87,,,,
2401,Scooby-Doo! First Frights,Nintendo DS,2009,Action,Warner Bros. Interactive Entertainment,0.63,0.17,0,0.07,0.87,85,84,8.1,237
2402,Conflict: Desert Storm,Xbox,2002,Shooter,SCi,0.48,0.37,0,0.02,0.87,88,37,9,37
2403,Triple Play 2002,PlayStation 2,2002,Sports,Electronic Arts,0.43,0.33,0,0.11,0.87,65,14,8.1,17
2404,Vagrant Story,PlayStation,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,,,7.1,14
2405,Lemmings,PlayStation Portable,2006,Puzzle,Sony Computer Entertainment,0.12,0.52,0,0.23,0.87,65,17,tbd,
2406,Warriors Orochi,PlayStation 2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,62,17,4.9,12
2407,Guitar Hero: Warriors of Rock,Xbox 360,2010,Misc,Activision,0.47,0.32,0,0.08,0.87,76,65,8.3,149
2408,Enduro,2600,1982,Misc,Quelle,0.81,0.05,0,0.01,0.87,92,19,8.3,129
2409,Tales of Xillia 2,PlayStation 3,2012,Role-Playing,Namco Bandai Games,0.2,0.15,0.45,0.07,0.87,55,14,8.2,16
2410,SingStar '90s,PlayStation 2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0,0.18,0.87,,,,
2411,Monster Strike 3DS,Nintendo 3DS,2015,Action,"mixi, Inc",0,0,0.86,0,0.86,77,23,6.3,288
2412,Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.63,0,0.11,0.86,72,43,7.1,73
2413,Winning Eleven: Pro Evolution Soccer 2007,PlayStation Portable,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,73,29,tbd,
2414,Darksiders II,PlayStation 3,2012,Action,THQ,0.35,0.37,0.01,0.14,0.86,58,7,tbd,
2415,Ghostbusters: The Video Game,PlayStation 3,2009,Action,Sony Computer Entertainment,0.34,0.37,0,0.15,0.86,76,29,8.5,28
2416,The World Ends With You,Nintendo DS,2007,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86,,,,
2417,The Lord of the Rings: War in the North,PlayStation 3,N/A,Action,Warner Bros. Interactive Entertainment,0.25,0.45,0.01,0.15,0.86,,,,
2418,Rocky,PlayStation 2,2002,Fighting,Rage Software,0.42,0.33,0,0.11,0.86,80,69,6.2,160
2419,Dragon Quest VIII: Journey of the Cursed King,Nintendo 3DS,2015,Role-Playing,Square Enix,0,0,0.86,0,0.86,76,42,8.5,26
2420,Ford Racing,PlayStation,2001,Racing,Empire Interactive,0.48,0.33,0,0.06,0.86,81,10,8.3,14
2421,Madden Football 64,Nintendo 64,1997,Sports,Electronic Arts,0.81,0.04,0,0.01,0.86,74,14,8.4,11
2422,MLB 99,PlayStation,1998,Sports,Sony Computer Entertainment,0.48,0.32,0,0.06,0.86,53,4,5.8,4
2423,Dragon Ball Z: Burst Limit,PlayStation 3,2008,Fighting,Atari,0.22,0.34,0.18,0.12,0.86,,,,
2424,The Lord of the Rings: War in the North,Xbox 360,N/A,Action,Warner Bros. Interactive Entertainment,0.52,0.26,0,0.08,0.86,72,65,6.5,51
2425,The Legendary Starfy,Nintendo DS,2008,Platform,Nintendo,0.61,0,0.2,0.05,0.86,,,,
2426,2010 FIFA World Cup South Africa,Xbox 360,2010,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86,76,46,7.9,14
2427,Dynasty Warriors 4: Xtreme Legends,PlayStation 2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,72,15,9.1,39
2428,Ninja Gaiden Sigma 2,PlayStation 3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86,71,7,tbd,
2429,Forza Horizon 2,Xbox 360,2014,Racing,Microsoft Game Studios,0.35,0.43,0,0.07,0.85,,,,
2430,Skate 2,PlayStation 3,2009,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85,,,,
2431,FIFA Soccer 08,Nintendo DS,2007,Sports,Electronic Arts,0.1,0.65,0,0.11,0.85,83,61,8.1,58
2432,Army Men: Air Attack,PlayStation,1999,Action,3DO,0.47,0.32,0,0.06,0.85,73,22,7.3,25
2433,Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.46,0.31,0,0.08,0.85,81,33,7,28
2434,Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.78,0.01,0,0.07,0.85,,,,
2435,NBA 2K8,Xbox 360,2007,Sports,Take-Two Interactive,0.79,0,0,0.07,0.85,88,26,8.9,14
2436,Far Cry: Primal,Xbox One,2016,Action,Ubisoft,0.46,0.32,0,0.07,0.85,,,,
2437,Street Fighter Alpha 2,PlayStation,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85,,,7.4,14
2438,Tiger Woods PGA Tour 2005,Xbox,2004,Sports,Electronic Arts,0.64,0.18,0,0.03,0.85,81,34,7.6,376
2439,Army of Two: The 40th Day,PlayStation 3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,,,,
2440,Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0,0.06,0.85,71,32,7.2,51
2441,Castlevania III: Dracula's Curse,NES,1989,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85,,,tbd,
2442,Harry Potter and the Order of the Phoenix,Nintendo DS,2007,Action,Electronic Arts,0.28,0.47,0,0.1,0.85,82,50,8.2,193
2443,Rampage World Tour,PlayStation,1997,Action,GT Interactive,0.47,0.32,0,0.06,0.85,83,52,7.7,115
2444,Burnout Legends,PlayStation Portable,2005,Racing,Electronic Arts,0.7,0.06,0,0.09,0.85,65,9,8,11
2445,WWE 2K15,PlayStation 3,2014,Sports,Take-Two Interactive,0.36,0.35,0,0.14,0.85,,,,
2446,Overwatch,Xbox One,2016,Shooter,Activision,0.52,0.25,0,0.08,0.85,86,31,8.2,48
2447,Ratatouille,PlayStation 2,2007,Action,THQ,0.31,0,0,0.53,0.85,72,19,7.7,72
2448,NFL GameDay,PlayStation,1995,Sports,Sony Computer Entertainment,0.47,0.32,0,0.06,0.85,64,17,7.9,31
2449,Burnout 2: Point of Impact,PlayStation 2,2002,Racing,Acclaim Entertainment,0.42,0.32,0,0.11,0.85,75,25,8.4,26
2450,Kirby: Planet Robobot,Nintendo 3DS,2016,Action,Nintendo,0.26,0.1,0.44,0.04,0.85,85,22,7.4,25
2451,Street Fighter EX3,PlayStation 2,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,78,65,8.7,95
2452,Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.52,0.25,0,0.07,0.85,74,56,7,88
2453,Sniper Elite V2,Xbox 360,2012,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85,84,39,7.1,422
2454,Thief (2014),PlayStation 4,2014,Action,Square Enix,0.28,0.37,0.03,0.16,0.84,80,41,8.8,30
2455,Spider-Man 2,Game Cube,2004,Action,Activision,0.65,0.17,0,0.02,0.84,61,48,7.4,113
2456,Golden Sun: Dark Dawn,Nintendo DS,2010,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84,71,59,7.9,216
2457,Tiger Woods PGA Tour 11,PlayStation 3,2010,Sports,Electronic Arts,0.37,0.34,0,0.13,0.84,78,74,7.9,96
2458,Devil May Cry HD Collection,PlayStation 3,2012,Action,Capcom,0.42,0.21,0.11,0.1,0.84,63,27,7.1,7
2459,MLB 16: The Show,PlayStation 4,2016,Action,Sony Computer Entertainment,0.68,0,0,0.16,0.84,84,87,8.9,1548
2460,NBA 2K10,PlayStation 3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,83,30,7.8,39
2461,Xenoblade Chronicles X,Wii U,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84,,,tbd,
2462,Petz Dogz Fashion,Nintendo DS,2008,Simulation,Ubisoft,0.46,0.3,0,0.09,0.84,68,19,tbd,
2463,The Incredibles,Game Cube,2004,Action,THQ,0.65,0.17,0,0.02,0.84,,,,
2464,NCAA Football 11,PlayStation 3,2010,Sports,Electronic Arts,0.79,0,0,0.06,0.84,84,50,7.8,53
2465,Dragon Age II,PlayStation 3,2011,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84,,,,
2466,ATV Quad Power Racing 2,PlayStation 2,2003,Racing,Acclaim Entertainment,0.41,0.32,0,0.11,0.84,62,15,5.3,20
2467,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84,,,7.6,193
2468,Final Fantasy,NES,1987,Role-Playing,SquareSoft,0.32,0,0.52,0,0.84,83,59,8.4,89
2469,Street Fighter X Tekken,PlayStation 3,2012,Fighting,Capcom,0.42,0.22,0.1,0.1,0.84,86,14,8.1,10
2470,Rocket Power: Team Rocket Rescue,PlayStation,2001,Sports,THQ,0.47,0.32,0,0.05,0.84,77,9,6.2,40
2471,Duke Nukem Forever,Xbox 360,2011,Shooter,Take-Two Interactive,0.52,0.25,0,0.07,0.84,51,15,4.9,19
2472,Big Mutha Truckers,PlayStation 2,2002,Racing,Empire Interactive,0.41,0.32,0,0.11,0.84,67,37,6.8,131
2473,Borderlands: The Handsome Collection,PlayStation 4,2015,Shooter,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84,89,50,9,132
2474,Rogue Galaxy,PlayStation 2,2005,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84,,,7.6,14
2475,ESPN College Hoops 2K5,PlayStation 2,2004,Sports,Sega,0.41,0.32,0,0.11,0.84,86,53,8.4,108
2476,Metroid: Zero Mission,Game Boy Advance,2004,Adventure,Nintendo,0.6,0.22,0,0.01,0.84,,,,
2477,FIFA 15,PlayStation Vita,2014,Sports,Electronic Arts,0.13,0.48,0.04,0.19,0.84,57,11,6.7,28
2478,Time Crisis 4,PlayStation 3,2007,Shooter,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84,82,19,7.2,22
2479,Ben 10: Protector of Earth,PlayStation 2,2007,Action,D3Publisher,0.09,0,0,0.74,0.84,,,,
2480,Need for Speed Rivals,Xbox 360,2013,Racing,Electronic Arts,0.37,0.38,0.01,0.08,0.84,75,17,8.8,24
2481,Q*bert,PlayStation,1999,Puzzle,Atari,0.46,0.32,0,0.05,0.84,78,18,6.6,16
2482,WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,0.44,0.31,0,0.08,0.83,60,52,7.4,21
2483,Ace Combat 3: Electrosphere,PlayStation,1999,Simulation,Sony Computer Entertainment,0.22,0.15,0.4,0.05,0.83,49,76,4.4,456
2484,Dynasty Warriors 2,PlayStation 2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.83,57,6,5,5
2485,Battle of Giants: Dinosaurs,Nintendo DS,2008,Strategy,Ubisoft,0.38,0.37,0,0.09,0.83,,,,
2486,Madden NFL 07,PlayStation Portable,N/A,Sports,Unknown,0.77,0.03,0,0.04,0.83,82,17,5.8,41
2487,Lizzie McGuire 2: Lizzie Diaries,Game Boy Advance,2004,Action,Disney Interactive Studios,0.6,0.22,0,0.01,0.83,77,45,7.8,49
2488,Borderlands 2,PlayStation Vita,2014,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19,0.83,78,40,6.7,17
2489,FIFA Soccer World Championship,PlayStation 2,2000,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83,,,,
2490,Brute Force,Xbox,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83,79,18,8.5,18
2491,Dance Central 3,Xbox 360,2012,Misc,Microsoft Game Studios,0.57,0.2,0,0.06,0.83,,,,
2492,Yu-Gi-Oh! Dark Duel Stories,Game Boy,2000,Misc,Konami Digital Entertainment,0,0,0.83,0,0.83,,,,
2493,The Game of Life,PlayStation,1998,Misc,Unknown,0.46,0.31,0,0.05,0.83,83,59,8.8,130
2494,Mega Man Legends,PlayStation,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83,77,25,8.2,6
2495,NCAA Football 12,PlayStation 3,2011,Sports,Electronic Arts,0.78,0,0,0.05,0.83,69,41,7.4,38
2496,Sly 3: Honor Among Thieves,PlayStation 2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0,0.11,0.83,84,51,5.3,191
2497,The Price is Right,Wii,2008,Misc,Ubisoft,0.77,0,0,0.06,0.83,,,,
2498,Sid Meier's Civilization Revolution,Xbox 360,2008,Strategy,Take-Two Interactive,0.58,0.17,0,0.07,0.83,,,,
2499,MLB SlugFest 20-03,PlayStation 2,N/A,Sports,Unknown,0.41,0.32,0,0.11,0.83,84,55,7.8,171
2500,I Spy: Fun House,Nintendo DS,2007,Puzzle,Scholastic Inc.,0.77,0,0,0.06,0.83,75,33,7.6,197
2501,The Amazing Spider-Man (Console Version),PlayStation 3,2012,Action,Activision,0.31,0.37,0,0.14,0.83,82,52,4.3,1197
2502,Dragon Ball: Raging Blast 2,PlayStation 3,2010,Fighting,Namco Bandai Games,0.42,0.2,0.11,0.09,0.83,70,16,1.8,442
2503,MediEvil,PlayStation,1998,Platform,Sony Computer Entertainment,0.46,0.31,0,0.05,0.83,,,8.3,52
2504,Casper,PlayStation,1996,Adventure,Interplay,0.46,0.31,0,0.05,0.83,,,,
2505,Deca Sports 2,Wii,2009,Sports,Hudson Soft,0.33,0.34,0.09,0.07,0.82,78,30,7.8,25
2506,James Bond 007: Nightfire,Xbox,2002,Shooter,Electronic Arts,0.58,0.22,0,0.03,0.82,91,27,9,27
2507,Madden NFL 17,Xbox One,2016,Sports,Electronic Arts,0.72,0.02,0,0.09,0.82,81,29,8.2,33
2508,Tony Hawk's Underground 2 Remix,PlayStation Portable,2005,Sports,Activision,0.46,0.21,0,0.15,0.82,86,66,7.9,23
2509,Tony Hawk's Pro Skater 3,Game Cube,2001,Sports,Activision,0.64,0.17,0,0.02,0.82,65,18,8.2,28
2510,Marvel: Ultimate Alliance,PlayStation 2,2006,Role-Playing,Activision,0.69,0.03,0,0.11,0.82,83,49,8,34
2511,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.44,0.3,0,0.08,0.82,75,18,6.4,15
2512,DJ Hero 2,Xbox 360,2010,Misc,Activision,0.64,0.12,0,0.06,0.82,,,,
2513,Street Fighter V,PlayStation 4,2016,Fighting,Capcom,0.35,0.26,0.08,0.13,0.82,,,,
2514,Need for Speed: Hot Pursuit 2,Xbox,2002,Racing,Electronic Arts,0.68,0.11,0,0.03,0.82,,,tbd,
2515,Clu Clu Land,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82,53,6,tbd,
2516,Killer Instinct Gold,Nintendo 64,1996,Fighting,Nintendo,0.61,0.19,0,0.01,0.82,78,30,9,20
2517,Amped: Freestyle Snowboarding,Xbox,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02,0.82,,,4.3,9
2518,Custer's Revenge,2600,1981,Action,Mystique,0.76,0.05,0,0.01,0.82,,,,
2519,MediEvil: Resurrection,PlayStation Portable,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0,0.22,0.82,77,59,7.6,91
2520,DmC: Devil May Cry,PlayStation 3,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.82,,,6.6,13
2521,Tales of the Abyss,Nintendo 3DS,2011,Role-Playing,Namco Bandai Games,0.42,0.19,0.14,0.06,0.82,90,47,8.9,634
2522,Rocket Power: Beach Bandits,PlayStation 2,2002,Platform,THQ,0.4,0.31,0,0.1,0.82,74,27,8.8,158
2523,Guitar Hero: Warriors of Rock,PlayStation 3,2010,Misc,Activision,0.33,0.35,0,0.14,0.82,,,,
2524,Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,0.47,0.28,0,0.07,0.82,63,33,7,100
2525,Madden NFL 16,PlayStation 3,2015,Sports,Electronic Arts,0.56,0.11,0,0.15,0.82,,,,
2526,Stranglehold,Xbox 360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,75,20,tbd,
2527,Imagine: Rock Star,Nintendo DS,2008,Simulation,Ubisoft,0.4,0.33,0,0.09,0.82,86,43,8,45
2528,Shin Megami Tensei: Persona 4,PlayStation 2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82,,,,
2529,SingStar Vol. 2,PlayStation 3,2008,Misc,Sony Computer Entertainment,0.29,0.4,0,0.13,0.82,,,tbd,
2530,Shaun White Snowboarding,Xbox 360,N/A,Sports,Ubisoft,0.48,0.26,0,0.08,0.82,78,9,8.7,31
2531,Madden NFL 25,PlayStation 4,2013,Sports,Electronic Arts,0.62,0.13,0,0.07,0.82,,,,
2532,Twisted Metal (2012),PlayStation 3,2012,Action,Sony Computer Entertainment,0.67,0.07,0,0.07,0.82,73,8,6.1,9
2533,Dragon Warrior III,Game Boy,2000,Role-Playing,Enix Corporation,0,0,0.81,0,0.81,,,,
2534,Disney's The Little Mermaid: Ariel's Undersea Adventure,Nintendo DS,2006,Action,Disney Interactive Studios,0.73,0.03,0,0.06,0.81,86,55,7.2,74
2535,Ready 2 Rumble Boxing: Round 2,PlayStation 2,2000,Fighting,Midway Games,0.4,0.31,0,0.1,0.81,,,,
2536,Kamaitachi no Yoru,Super NES,1994,Adventure,ChunSoft,0,0,0.81,0,0.81,66,43,8.7,52
2537,Patapon,PlayStation Portable,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81,81,8,8.8,37
2538,Tales of Destiny II,PlayStation,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81,60,48,7.6,25
2539,Super Bomberman 2,Super NES,1994,Puzzle,Hudson Soft,0,0,0.81,0,0.81,86,60,8.7,102
2540,NASCAR 2001,PlayStation,2000,Racing,Electronic Arts,0.45,0.31,0,0.05,0.81,,,,
2541,EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.77,0,0,0.05,0.81,,,,
2542,The Legend of Zelda: Four Swords Adventures,Game Cube,2004,Action,Nintendo,0.63,0.16,0,0.02,0.81,,,,
2543,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PlayStation,1999,Sports,Konami Digital Entertainment,0,0,0.76,0.05,0.81,78,34,7.6,29
2544,Guitar Hero Live,PlayStation 4,2015,Misc,Activision,0.32,0.35,0,0.13,0.81,70,34,8.2,17
2545,Valkyrie Profile,PlayStation,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81,73,18,5.9,111
2546,Final Fantasy Type-0,PlayStation Portable,2011,Role-Playing,Unknown,0,0,0.81,0,0.81,80,20,6.9,14
2547,Pro Evolution Soccer 2010,Xbox 360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81,,,,
2548,Army Men: Sarge's Heroes,Nintendo 64,1999,Action,3DO,0.68,0.12,0,0.01,0.81,,,,
2549,Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81,74,46,7.1,30
2550,Tom Clancy's Rainbow Six 3,PlayStation 2,2004,Shooter,Ubisoft,0.4,0.31,0,0.1,0.81,,,7.2,9
2551,Lego Batman 3: Beyond Gotham,PlayStation 3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.35,0,0.13,0.81,,,,
2552,EarthBound,Super NES,1994,Role-Playing,Nintendo,0,0,0.81,0,0.81,,,tbd,
2553,DiRT 2,Xbox 360,2009,Racing,Codemasters,0.32,0.4,0,0.09,0.81,75,31,4.4,166
2554,Professor Layton vs Phoenix Wright: Ace Attorney,Nintendo 3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.81,60,27,7.5,63
2555,The Next Tetris,PlayStation,1998,Puzzle,Atari,0.45,0.31,0,0.05,0.81,76,36,tbd,
2556,Dying Light,Xbox One,2015,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,0.81,,,,
2557,NCAA Football 10,PlayStation 3,2009,Sports,Electronic Arts,0.75,0,0,0.06,0.81,75,58,8.2,73
2558,Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0,0.07,0.81,,,7,4
2559,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PlayStation,1998,Sports,Konami Digital Entertainment,0,0,0.75,0.05,0.81,75,36,7.6,50
2560,Final Fantasy XI: Wings of the Goddess,PlayStation 2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81,,,,
2561,The Sims 2,PlayStation 2,2005,Simulation,Electronic Arts,0.67,0.03,0,0.11,0.81,80,39,8.3,43
2562,Guitar Hero: Metallica,Xbox 360,2009,Misc,Activision,0.52,0.21,0,0.07,0.81,79,69,8.5,99
2563,NCAA Football 14,PlayStation 3,2013,Sports,Electronic Arts,0.75,0,0,0.06,0.8,45,6,7.8,11
2564,MadWorld,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8,80,14,8.1,28
2565,Fight Night Champion,Xbox 360,2011,Fighting,Electronic Arts,0.4,0.33,0,0.07,0.8,87,65,8.2,110
2566,Who wants to be a millionaire,PlayStation,2000,Misc,Eidos Interactive,0.45,0.3,0,0.05,0.8,83,55,7.5,35
2567,Yakuza,PlayStation 2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8,49,7,tbd,
2568,Star Wars Rogue Squadron III: Rebel Strike,Game Cube,2003,Simulation,LucasArts,0.62,0.16,0,0.02,0.8,78,86,8.9,513
2569,ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.19,0.5,0,0.11,0.8,72,9,4.6,5
2570,Moto Racer,PlayStation,1997,Racing,Electronic Arts,0.45,0.3,0,0.05,0.8,84,62,8.1,79
2571,Hitman: Contracts,PlayStation 2,2004,Shooter,Eidos Interactive,0.39,0.31,0,0.1,0.8,86,14,8.5,223
2572,The Sims 2: Pets,PlayStation Portable,2006,Simulation,Electronic Arts,0.19,0.39,0,0.22,0.8,,,,
2573,Final Fantasy Anthology,PlayStation,1999,Role-Playing,Square EA,0.45,0.3,0,0.05,0.8,68,16,8.3,15
2574,Aliens: Colonial Marines,Xbox 360,2013,Shooter,Sega,0.36,0.37,0,0.07,0.8,,,,
2575,Pro Evolution Soccer 2010,PlayStation Portable,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,,,tbd,
2576,[Prototype 2],Xbox 360,2012,Action,Activision,0.48,0.25,0,0.07,0.8,,,,
2577,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Xbox 360,2010,Racing,Sega,0.37,0.35,0,0.07,0.8,,,,
2578,Goldeneye 007: Reloaded,PlayStation 3,2011,Shooter,Activision,0.33,0.35,0,0.13,0.8,57,8,7,15
2579,NBA 2K16,PlayStation 3,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.8,57,9,7.3,10
2580,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0,0.08,0.8,,,,
2581,The Sims 2: Castaway,PlayStation Portable,2007,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.8,73,31,8.6,61
2582,Prince of Persia: Warrior Within,Xbox,2004,Action,Ubisoft,0.48,0.28,0,0.04,0.8,71,11,6.3,15
